film_id;title;release_year;rating;actor_name
875;Talented Homicide;1987;PG;Burt Dukakis
931;Valentine Vanishing;1987;PG-13;Burt Dukakis
555;Mallrats United;1987;PG;Val Bolger
547;Magic Mallrats;1987;PG;Tom Mckellen
139;Chasing Fight;1987;PG;Tom Miranda
527;Lola Agent;1987;PG;Tom Miranda
699;Private Drop;1987;PG;Nick Stallone
875;Talented Homicide;1987;PG;Nick Stallone
416;Highball Potter;1987;R;Reese Kilmer
901;Tracy Cider;1987;G;Reese Kilmer
770;Scissorhands Slums;1987;G;Julia Barrymore
645;Others Soup;1987;PG;Frances Day-Lewis
645;Others Soup;1987;PG;Natalie Hopkins
403;Harry Idaho;1987;PG-13;Fay Kilmer
354;Ghost Groundhog;1987;G;Dan Harris
892;Titanic Boondock;1987;R;Dan Harris
192;Crossing Divorce;1987;R;Jude Cruise
755;Sabrina Midnight;1987;PG;Christian Akroyd
493;Kane Exorcist;1987;R;Henry Berry
534;Louisiana Harry;1987;PG-13;Henry Berry
557;Manchurian Curtain;1987;PG;Ray Johansson
475;Japanese Run;1987;G;Angela Hudson
244;Dorado Notting;1987;NC-17;Jessica Bailey
972;Whisperer Giant;1987;PG-13;Jessica Bailey
834;Spoilers Hellfighters;1987;G;Rip Winslet
877;Taxi Kick;1987;PG-13;Kenneth Paltrow
834;Spoilers Hellfighters;1987;G;Michelle Mcconaughey
874;Tadpole Park;1987;PG;Adam Grant
192;Crossing Divorce;1987;R;Milla Keitel
834;Spoilers Hellfighters;1987;G;Milla Keitel
498;Killer Innocent;1987;R;Burt Posey
547;Magic Mallrats;1987;PG;Burt Posey
645;Others Soup;1987;PG;Burt Posey
498;Killer Innocent;1987;R;Angelina Astaire
850;Story Side;1987;R;Angelina Astaire
22;Amistad Midsummer;1987;G;Cary Mcconaughey
442;Hunting Musketeers;1987;NC-17;Cary Mcconaughey
530;Lord Arizona;1987;PG-13;Groucho Sinatra
475;Japanese Run;1987;G;Ralph Cruz
527;Lola Agent;1987;PG;Scarlett Damon
527;Lola Agent;1987;PG;Woody Jolie
877;Taxi Kick;1987;PG-13;Woody Jolie
110;Cabin Flash;1987;NC-17;Ben Willis
475;Japanese Run;1987;G;Minnie Zellweger
875;Talented Homicide;1987;PG;Minnie Zellweger
442;Hunting Musketeers;1987;NC-17;Sean Guiness
901;Tracy Cider;1987;G;Sean Guiness
416;Highball Potter;1987;R;Christopher Berry
493;Kane Exorcist;1987;R;Christopher Berry
547;Magic Mallrats;1987;PG;Kirsten Akroyd
699;Private Drop;1987;PG;Kirsten Akroyd
699;Private Drop;1987;PG;Ellen Presley
874;Tadpole Park;1987;PG;Ellen Presley
270;Earth Vision;1987;NC-17;Kenneth Torn
354;Ghost Groundhog;1987;G;Kenneth Torn
475;Japanese Run;1987;G;Kenneth Torn
22;Amistad Midsummer;1987;G;Daryl Wahlberg
498;Killer Innocent;1987;R;Daryl Wahlberg
244;Dorado Notting;1987;NC-17;Gene Willis
874;Tadpole Park;1987;PG;Gene Willis
755;Sabrina Midnight;1987;PG;Meg Hawke
475;Japanese Run;1987;G;Jim Mostel
850;Story Side;1987;R;Spencer Depp
877;Taxi Kick;1987;PG-13;Spencer Depp
892;Titanic Boondock;1987;R;Penelope Cronyn
530;Lord Arizona;1987;PG-13;Sidney Crowe
534;Louisiana Harry;1987;PG-13;Gina Degeneres
892;Titanic Boondock;1987;R;Warren Nolte
403;Harry Idaho;1987;PG-13;Cameron Zellweger
555;Mallrats United;1987;PG;Cameron Zellweger
669;Pearl Destiny;1987;NC-17;Cameron Zellweger
699;Private Drop;1987;PG;Cameron Zellweger
403;Harry Idaho;1987;PG-13;Morgan Hopkins
481;Jekyll Frogmen;1987;PG;Dan Streep
22;Amistad Midsummer;1987;G;Salma Nolte
442;Hunting Musketeers;1987;NC-17;Julianne Dench
530;Lord Arizona;1987;PG-13;Julianne Dench
892;Titanic Boondock;1987;R;Julianne Dench
22;Amistad Midsummer;1987;G;Scarlett Bening
557;Manchurian Curtain;1987;PG;Albert Nolte
877;Taxi Kick;1987;PG-13;Albert Nolte
354;Ghost Groundhog;1987;G;Kevin Garland
669;Pearl Destiny;1987;NC-17;Daryl Crawford
834;Spoilers Hellfighters;1987;G;Daryl Crawford
416;Highball Potter;1987;R;Greta Keitel
770;Scissorhands Slums;1987;G;Jane Jackman
875;Talented Homicide;1987;PG;Jane Jackman
270;Earth Vision;1987;NC-17;Richard Penn
530;Lord Arizona;1987;PG-13;Morgan Williams
403;Harry Idaho;1987;PG-13;Lucille Dee
892;Titanic Boondock;1987;R;Ewan Gooding
498;Killer Innocent;1987;R;Whoopi Hurt
139;Chasing Fight;1987;PG;Jada Ryder
481;Jekyll Frogmen;1987;PG;Jada Ryder
875;Talented Homicide;1987;PG;Jada Ryder
475;Japanese Run;1987;G;Kim Allen
527;Lola Agent;1987;PG;Kim Allen
139;Chasing Fight;1987;PG;Fay Winslet
139;Chasing Fight;1987;PG;Russell Temple
354;Ghost Groundhog;1987;G;Russell Temple
270;Earth Vision;1987;NC-17;Jayne Nolte
892;Titanic Boondock;1987;R;Jayne Nolte
527;Lola Agent;1987;PG;Geoffrey Heston
892;Titanic Boondock;1987;R;Geoffrey Heston
475;Japanese Run;1987;G;Ben Harris
244;Dorado Notting;1987;NC-17;Fay Wood
874;Tadpole Park;1987;PG;Greta Malden
555;Mallrats United;1987;PG;Vivien Basinger
755;Sabrina Midnight;1987;PG;Chris Depp
669;Pearl Destiny;1987;NC-17;Harvey Hope
850;Story Side;1987;R;Harvey Hope
834;Spoilers Hellfighters;1987;G;Humphrey Willis
892;Titanic Boondock;1987;R;Will Wilson
139;Chasing Fight;1987;PG;Mena Hopper
416;Highball Potter;1987;R;Mena Hopper
877;Taxi Kick;1987;PG-13;Mena Hopper
645;Others Soup;1987;PG;Olympia Pfeiffer
892;Titanic Boondock;1987;R;Olympia Pfeiffer
493;Kane Exorcist;1987;R;Groucho Williams
352;Gathering Calendar;1987;PG-13;Michael Bening
442;Hunting Musketeers;1987;NC-17;Michael Bening
442;Hunting Musketeers;1987;NC-17;William Hackman
699;Private Drop;1987;PG;Jon Chase
931;Valentine Vanishing;1987;PG-13;Ed Guiness
874;Tadpole Park;1987;PG;Jeff Silverstone
403;Harry Idaho;1987;PG-13;Matthew Carrey
874;Tadpole Park;1987;PG;Matthew Carrey
892;Titanic Boondock;1987;R;Matthew Carrey
850;Story Side;1987;R;Russell Close
110;Cabin Flash;1987;NC-17;Renee Ball
354;Ghost Groundhog;1987;G;Renee Ball
770;Scissorhands Slums;1987;G;Rock Dukakis
874;Tadpole Park;1987;PG;Audrey Bailey
834;Spoilers Hellfighters;1987;G;Gregory Gooding
475;Japanese Run;1987;G;John Suvari
352;Gathering Calendar;1987;PG-13;Burt Temple
834;Spoilers Hellfighters;1987;G;Burt Temple
352;Gathering Calendar;1987;PG-13;Meryl Allen
498;Killer Innocent;1987;R;Meryl Allen
403;Harry Idaho;1987;PG-13;Jayne Silverstone
534;Louisiana Harry;1987;PG-13;Jayne Silverstone
972;Whisperer Giant;1987;PG-13;Bela Walken
555;Mallrats United;1987;PG;Mary Keitel
892;Titanic Boondock;1987;R;Mary Keitel
25;Angels Life;1986;G;Penelope Guiness
25;Angels Life;1986;G;Jennifer Davis
375;Grail Frankenstein;1986;NC-17;Johnny Lollobrigida
29;Antitrust Tomatoes;1986;NC-17;Bette Nicholson
70;Bikini Borrowers;1986;NC-17;Bette Nicholson
25;Angels Life;1986;G;Grace Mostel
29;Antitrust Tomatoes;1986;NC-17;Uma Wood
154;Clash Freddy;1986;G;Uma Wood
154;Clash Freddy;1986;G;Vivien Bergen
583;Mission Zoolander;1986;PG-13;Fred Costner
154;Clash Freddy;1986;G;Helen Voight
649;Oz Liaisons;1986;R;Sandra Kilmer
583;Mission Zoolander;1986;PG-13;Kevin Bloom
551;Maiden Home;1986;PG;Woody Hoffman
743;Room Roman;1986;PG;Woody Hoffman
368;Gone Trouble;1986;R;Sissy Sobieski
154;Clash Freddy;1986;G;Milla Peck
583;Mission Zoolander;1986;PG-13;Tom Mckellen
168;Comancheros Enemy;1986;R;Goldie Brody
736;Robbery Bright;1986;R;Goldie Brody
937;Varsity Trip;1986;NC-17;Nick Stallone
25;Angels Life;1986;G;Julia Barrymore
542;Lust Lock;1986;G;Anne Cronyn
937;Varsity Trip;1986;NC-17;Mena Temple
649;Oz Liaisons;1986;R;Penelope Pinkett
551;Maiden Home;1986;PG;Christian Akroyd
551;Maiden Home;1986;PG;Henry Berry
649;Oz Liaisons;1986;R;Christian Neeson
375;Grail Frankenstein;1986;NC-17;Jayne Neeson
215;Dawn Pond;1986;PG;Rip Winslet
623;Newton Labyrinth;1986;PG;Sean Williams
743;Room Roman;1986;PG;Sean Williams
215;Dawn Pond;1986;PG;Scarlett Damon
551;Maiden Home;1986;PG;Woody Jolie
623;Newton Labyrinth;1986;PG;Greg Chaplin
76;Birdcage Casper;1986;NC-17;Kenneth Pesci
542;Lust Lock;1986;G;Charlize Dench
542;Lust Lock;1986;G;Sean Guiness
25;Angels Life;1986;G;Christopher Berry
76;Birdcage Casper;1986;NC-17;Kenneth Torn
551;Maiden Home;1986;PG;Kenneth Torn
375;Grail Frankenstein;1986;NC-17;Daryl Wahlberg
551;Maiden Home;1986;PG;Daryl Wahlberg
215;Dawn Pond;1986;PG;Matthew Leigh
70;Bikini Borrowers;1986;NC-17;Penelope Cronyn
583;Mission Zoolander;1986;PG-13;Penelope Cronyn
29;Antitrust Tomatoes;1986;NC-17;Sidney Crowe
649;Oz Liaisons;1986;R;Sidney Crowe
220;Deer Virginian;1986;NC-17;Gina Degeneres
41;Arsenic Independence;1986;PG;Cuba Allen
649;Oz Liaisons;1986;R;Warren Jackman
154;Clash Freddy;1986;G;Liza Bergman
220;Deer Virginian;1986;NC-17;Liza Bergman
29;Antitrust Tomatoes;1986;NC-17;Salma Nolte
76;Birdcage Casper;1986;NC-17;Salma Nolte
542;Lust Lock;1986;G;Salma Nolte
649;Oz Liaisons;1986;R;Salma Nolte
623;Newton Labyrinth;1986;PG;Albert Nolte
168;Comancheros Enemy;1986;R;Cate Mcqueen
375;Grail Frankenstein;1986;NC-17;Greta Keitel
368;Gone Trouble;1986;R;Richard Penn
41;Arsenic Independence;1986;PG;Rita Reynolds
25;Angels Life;1986;G;Ed Mansfield
542;Lust Lock;1986;G;Ed Mansfield
649;Oz Liaisons;1986;R;Ed Mansfield
583;Mission Zoolander;1986;PG-13;Lucille Dee
736;Robbery Bright;1986;R;Whoopi Hurt
154;Clash Freddy;1986;G;Kim Allen
649;Oz Liaisons;1986;R;Fay Winslet
368;Gone Trouble;1986;R;Emily Dee
168;Comancheros Enemy;1986;R;Jayne Nolte
542;Lust Lock;1986;G;Jayne Nolte
551;Maiden Home;1986;PG;Jayne Nolte
220;Deer Virginian;1986;NC-17;Ian Tandy
215;Dawn Pond;1986;PG;Vivien Basinger
368;Gone Trouble;1986;R;Chris Depp
41;Arsenic Independence;1986;PG;Oprah Kilmer
375;Grail Frankenstein;1986;NC-17;Al Garland
25;Angels Life;1986;G;Nick Degeneres
25;Angels Life;1986;G;Laurence Bullock
215;Dawn Pond;1986;PG;Groucho Williams
368;Gone Trouble;1986;R;Groucho Williams
649;Oz Liaisons;1986;R;Groucho Williams
154;Clash Freddy;1986;G;Alan Dreyfuss
168;Comancheros Enemy;1986;R;Michael Bening
29;Antitrust Tomatoes;1986;NC-17;William Hackman
649;Oz Liaisons;1986;R;Gene Mckellen
542;Lust Lock;1986;G;Matthew Carrey
25;Angels Life;1986;G;Renee Ball
29;Antitrust Tomatoes;1986;NC-17;Renee Ball
76;Birdcage Casper;1986;NC-17;Renee Ball
168;Comancheros Enemy;1986;R;Renee Ball
623;Newton Labyrinth;1986;PG;Audrey Bailey
551;Maiden Home;1986;PG;Gregory Gooding
937;Varsity Trip;1986;NC-17;Burt Temple
215;Dawn Pond;1986;PG;Meryl Allen
649;Oz Liaisons;1986;R;Jayne Silverstone
29;Antitrust Tomatoes;1986;NC-17;Reese West
329;Forrest Sons;1985;R;Ed Chase
392;Hall Cassidy;1985;NC-17;Johnny Lollobrigida
732;Rings Heartbreakers;1985;G;Johnny Lollobrigida
164;Coast Rainbow;1985;PG;Bette Nicholson
633;October Submarine;1985;PG-13;Grace Mostel
889;Ties Hunger;1985;R;Joe Swank
945;Virginian Pluto;1985;R;Karl Berry
378;Greatest North;1985;NC-17;Helen Voight
794;Side Ark;1985;G;Helen Voight
386;Gump Date;1985;NC-17;Dan Torn
164;Coast Rainbow;1985;PG;Cameron Streep
329;Forrest Sons;1985;R;Rip Crawford
392;Hall Cassidy;1985;NC-17;Rip Crawford
732;Rings Heartbreakers;1985;G;Rip Crawford
889;Ties Hunger;1985;R;Julia Mcqueen
436;Hours Rage;1985;NC-17;Alec Wayne
732;Rings Heartbreakers;1985;G;Sandra Peck
945;Virginian Pluto;1985;R;Sandra Peck
164;Coast Rainbow;1985;PG;Sissy Sobieski
794;Side Ark;1985;G;Audrey Olivier
732;Rings Heartbreakers;1985;G;Judy Dean
747;Roxanne Rebel;1985;R;Johnny Cage
657;Paradise Sabrina;1985;PG-13;Jodie Degeneres
591;Monsoon Cause;1985;PG;Nick Stallone
164;Coast Rainbow;1985;PG;Reese Kilmer
889;Ties Hunger;1985;R;Parker Goldberg
164;Coast Rainbow;1985;PG;Frances Day-Lewis
595;Moon Bunch;1985;PG;Anne Cronyn
591;Monsoon Cause;1985;PG;Natalie Hopkins
732;Rings Heartbreakers;1985;G;Natalie Hopkins
999;Zoolander Fiction;1985;R;Carmen Hunt
386;Gump Date;1985;NC-17;Mena Temple
436;Hours Rage;1985;NC-17;Henry Berry
392;Hall Cassidy;1985;NC-17;Cameron Wray
633;October Submarine;1985;PG-13;Cameron Wray
945;Virginian Pluto;1985;R;Cameron Wray
300;Falcon Volume;1985;PG-13;Mary Tandy
706;Queen Luke;1985;PG;Mary Tandy
999;Zoolander Fiction;1985;R;Mary Tandy
870;Swarm Gold;1985;PG-13;Jessica Bailey
945;Virginian Pluto;1985;R;Jessica Bailey
378;Greatest North;1985;NC-17;Rip Winslet
386;Gump Date;1985;NC-17;Rip Winslet
706;Queen Luke;1985;PG;Rip Winslet
747;Roxanne Rebel;1985;R;Rip Winslet
300;Falcon Volume;1985;PG-13;Kenneth Paltrow
628;Northwest Polish;1985;PG;Michelle Mcconaughey
666;Paycheck Wait;1985;PG-13;Gary Penn
747;Roxanne Rebel;1985;R;Milla Keitel
436;Hours Rage;1985;NC-17;Burt Posey
870;Swarm Gold;1985;PG-13;Burt Posey
95;Breakfast Goldfinger;1985;G;Angelina Astaire
870;Swarm Gold;1985;PG-13;Angelina Astaire
628;Northwest Polish;1985;PG;Mae Hoffman
436;Hours Rage;1985;NC-17;Ralph Cruz
104;Bugsy Song;1985;G;Woody Jolie
247;Downhill Enough;1985;G;Woody Jolie
870;Swarm Gold;1985;PG-13;Woody Jolie
49;Badman Dawn;1985;R;Ben Willis
247;Downhill Enough;1985;G;Ben Willis
479;Jedi Beneath;1985;PG;James Pitt
591;Monsoon Cause;1985;PG;Minnie Zellweger
630;Notting Speakeasy;1985;PG-13;Minnie Zellweger
706;Queen Luke;1985;PG;Spencer Peck
870;Swarm Gold;1985;PG-13;Spencer Peck
819;Song Hedwig;1985;PG-13;Kenneth Pesci
633;October Submarine;1985;PG-13;Sean Guiness
104;Bugsy Song;1985;G;Kirsten Akroyd
436;Hours Rage;1985;NC-17;Kirsten Akroyd
470;Ishtar Rocketeer;1985;R;Kirsten Akroyd
889;Ties Hunger;1985;R;Kirsten Akroyd
329;Forrest Sons;1985;R;Daryl Wahlberg
945;Virginian Pluto;1985;R;Gene Willis
563;Massacre Usual;1985;R;Spencer Depp
329;Forrest Sons;1985;R;Walter Torn
378;Greatest North;1985;NC-17;Matthew Leigh
657;Paradise Sabrina;1985;PG-13;Penelope Cronyn
945;Virginian Pluto;1985;R;Penelope Cronyn
999;Zoolander Fiction;1985;R;Penelope Cronyn
392;Hall Cassidy;1985;NC-17;Gina Degeneres
378;Greatest North;1985;NC-17;Warren Nolte
657;Paradise Sabrina;1985;PG-13;Sylvester Dern
732;Rings Heartbreakers;1985;G;Sylvester Dern
732;Rings Heartbreakers;1985;G;Cameron Zellweger
666;Paycheck Wait;1985;PG-13;Russell Bacall
732;Rings Heartbreakers;1985;G;Morgan Hopkins
49;Badman Dawn;1985;R;Harrison Bale
49;Badman Dawn;1985;R;Cuba Allen
49;Badman Dawn;1985;R;Warren Jackman
898;Tourist Pelican;1985;PG-13;Penelope Monroe
479;Jedi Beneath;1985;PG;Liza Bergman
633;October Submarine;1985;PG-13;Liza Bergman
666;Paycheck Wait;1985;PG-13;Liza Bergman
300;Falcon Volume;1985;PG-13;Salma Nolte
470;Ishtar Rocketeer;1985;R;Salma Nolte
479;Jedi Beneath;1985;PG;Julianne Dench
819;Song Hedwig;1985;PG-13;Kevin Garland
247;Downhill Enough;1985;G;Daryl Crawford
49;Badman Dawn;1985;R;Greta Keitel
436;Hours Rage;1985;NC-17;Jane Jackman
479;Jedi Beneath;1985;PG;Jane Jackman
386;Gump Date;1985;NC-17;Gene Hopkins
628;Northwest Polish;1985;PG;Rita Reynolds
300;Falcon Volume;1985;PG-13;Ed Mansfield
747;Roxanne Rebel;1985;R;Lucille Dee
706;Queen Luke;1985;PG;Ewan Gooding
999;Zoolander Fiction;1985;R;Whoopi Hurt
470;Ishtar Rocketeer;1985;R;Jada Ryder
794;Side Ark;1985;G;Jada Ryder
999;Zoolander Fiction;1985;R;Jada Ryder
386;Gump Date;1985;NC-17;River Dean
706;Queen Luke;1985;PG;River Dean
164;Coast Rainbow;1985;PG;Angela Witherspoon
591;Monsoon Cause;1985;PG;Albert Johansson
945;Virginian Pluto;1985;R;Albert Johansson
563;Massacre Usual;1985;R;Fay Winslet
633;October Submarine;1985;PG-13;Emily Dee
95;Breakfast Goldfinger;1985;G;Russell Temple
386;Gump Date;1985;NC-17;Jayne Nolte
889;Ties Hunger;1985;R;Jayne Nolte
898;Tourist Pelican;1985;PG-13;Ben Harris
732;Rings Heartbreakers;1985;G;Minnie Kilmer
630;Notting Speakeasy;1985;PG-13;Ian Tandy
794;Side Ark;1985;G;Chris Depp
247;Downhill Enough;1985;G;Harvey Hope
164;Coast Rainbow;1985;PG;Oprah Kilmer
95;Breakfast Goldfinger;1985;G;Al Garland
628;Northwest Polish;1985;PG;Laurence Bullock
794;Side Ark;1985;G;Laurence Bullock
889;Ties Hunger;1985;R;Will Wilson
49;Badman Dawn;1985;R;Olympia Pfeiffer
898;Tourist Pelican;1985;PG-13;Olympia Pfeiffer
49;Badman Dawn;1985;R;Alan Dreyfuss
591;Monsoon Cause;1985;PG;William Hackman
563;Massacre Usual;1985;R;Gene Mckellen
164;Coast Rainbow;1985;PG;Lisa Monroe
732;Rings Heartbreakers;1985;G;Ed Guiness
628;Northwest Polish;1985;PG;Jeff Silverstone
657;Paradise Sabrina;1985;PG-13;Jeff Silverstone
732;Rings Heartbreakers;1985;G;Jeff Silverstone
870;Swarm Gold;1985;PG-13;Matthew Carrey
819;Song Hedwig;1985;PG-13;Debbie Akroyd
95;Breakfast Goldfinger;1985;G;Michael Bolger
95;Breakfast Goldfinger;1985;G;Julia Zellweger
378;Greatest North;1985;NC-17;Cuba Birch
628;Northwest Polish;1985;PG;Cuba Birch
378;Greatest North;1985;NC-17;Gregory Gooding
819;Song Hedwig;1985;PG-13;Gregory Gooding
470;Ishtar Rocketeer;1985;R;John Suvari
747;Roxanne Rebel;1985;R;John Suvari
819;Song Hedwig;1985;PG-13;John Suvari
164;Coast Rainbow;1985;PG;Burt Temple
392;Hall Cassidy;1985;NC-17;Jayne Silverstone
706;Queen Luke;1985;PG;Jayne Silverstone
794;Side Ark;1985;G;Jayne Silverstone
164;Coast Rainbow;1985;PG;Reese West
628;Northwest Polish;1985;PG;Reese West
329;Forrest Sons;1985;R;Mary Keitel
628;Northwest Polish;1985;PG;Mary Keitel
49;Badman Dawn;1985;R;Thora Temple
945;Virginian Pluto;1985;R;Thora Temple
31;Apache Divine;1984;NC-17;Nick Wahlberg
341;Frost Head;1984;PG;Ed Chase
691;Poseidon Forever;1984;PG-13;Jennifer Davis
203;Daisy Menagerie;1984;G;Johnny Lollobrigida
286;Enough Raging;1984;NC-17;Johnny Lollobrigida
691;Poseidon Forever;1984;PG-13;Grace Mostel
914;Trouble Date;1984;PG;Christian Gable
203;Daisy Menagerie;1984;G;Uma Wood
31;Apache Divine;1984;NC-17;Cuba Olivier
124;Casper Dragonfly;1984;PG-13;Helen Voight
920;Unbreakable Karate;1984;G;Kirsten Paltrow
691;Poseidon Forever;1984;PG-13;Sandra Kilmer
914;Trouble Date;1984;PG;Kevin Bloom
973;Wife Turn;1984;NC-17;Woody Hoffman
286;Enough Raging;1984;NC-17;Sandra Peck
401;Harold French;1984;NC-17;Tim Hackman
788;Ship Wonderland;1984;R;Audrey Olivier
914;Trouble Date;1984;PG;Judy Dean
840;Stampede Disturbing;1984;R;Val Bolger
203;Daisy Menagerie;1984;G;Goldie Brody
772;Sea Virgin;1984;PG;Goldie Brody
920;Unbreakable Karate;1984;G;Goldie Brody
203;Daisy Menagerie;1984;G;Jodie Degeneres
932;Valley Packer;1984;G;Tom Miranda
920;Unbreakable Karate;1984;G;Reese Kilmer
975;Willow Tracy;1984;R;Reese Kilmer
991;Worst Banger;1984;PG;Parker Goldberg
36;Argonauts Town;1984;PG-13;Julia Barrymore
973;Wife Turn;1984;NC-17;Julia Barrymore
31;Apache Divine;1984;NC-17;Anne Cronyn
401;Harold French;1984;NC-17;Natalie Hopkins
840;Stampede Disturbing;1984;R;Natalie Hopkins
203;Daisy Menagerie;1984;G;Carmen Hunt
341;Frost Head;1984;PG;Carmen Hunt
376;Grapes Fury;1984;G;Carmen Hunt
772;Sea Virgin;1984;PG;Dustin Tautou
31;Apache Divine;1984;NC-17;Henry Berry
376;Grapes Fury;1984;G;Henry Berry
406;Haunting Pianist;1984;R;Jayne Neeson
932;Valley Packer;1984;G;Cameron Wray
124;Casper Dragonfly;1984;PG-13;Ray Johansson
376;Grapes Fury;1984;G;Mary Tandy
676;Philadelphia Wife;1984;PG-13;Mary Tandy
840;Stampede Disturbing;1984;R;Rip Winslet
914;Trouble Date;1984;PG;Kenneth Paltrow
286;Enough Raging;1984;NC-17;Sean Williams
36;Argonauts Town;1984;PG-13;Gary Penn
772;Sea Virgin;1984;PG;Gary Penn
28;Anthem Luke;1984;PG-13;Milla Keitel
203;Daisy Menagerie;1984;G;Milla Keitel
617;Natural Stock;1984;PG-13;Milla Keitel
920;Unbreakable Karate;1984;G;Burt Posey
788;Ship Wonderland;1984;R;Mae Hoffman
840;Stampede Disturbing;1984;R;Mae Hoffman
124;Casper Dragonfly;1984;PG-13;Ralph Cruz
341;Frost Head;1984;PG;Ralph Cruz
788;Ship Wonderland;1984;R;Ralph Cruz
911;Trip Newton;1984;PG-13;Woody Jolie
932;Valley Packer;1984;G;Ben Willis
975;Willow Tracy;1984;R;James Pitt
406;Haunting Pianist;1984;R;Charlize Dench
406;Haunting Pianist;1984;R;Sean Guiness
676;Philadelphia Wife;1984;PG-13;Sean Guiness
991;Worst Banger;1984;PG;Kirsten Akroyd
124;Casper Dragonfly;1984;PG-13;Ellen Presley
788;Ship Wonderland;1984;R;Kenneth Torn
36;Argonauts Town;1984;PG-13;Gene Willis
991;Worst Banger;1984;PG;Spencer Depp
617;Natural Stock;1984;PG-13;Susan Davis
932;Valley Packer;1984;G;Susan Davis
124;Casper Dragonfly;1984;PG-13;Walter Torn
401;Harold French;1984;NC-17;Penelope Cronyn
138;Chariots Conspiracy;1984;R;Gina Degeneres
973;Wife Turn;1984;NC-17;Gina Degeneres
920;Unbreakable Karate;1984;G;Warren Nolte
382;Grit Clockwork;1984;PG;Cameron Zellweger
973;Wife Turn;1984;NC-17;Cameron Zellweger
772;Sea Virgin;1984;PG;Russell Bacall
36;Argonauts Town;1984;PG-13;Dan Streep
788;Ship Wonderland;1984;R;Cuba Allen
788;Ship Wonderland;1984;R;Warren Jackman
691;Poseidon Forever;1984;PG-13;Penelope Monroe
911;Trip Newton;1984;PG-13;Penelope Monroe
286;Enough Raging;1984;NC-17;Julianne Dench
36;Argonauts Town;1984;PG-13;Kevin Garland
286;Enough Raging;1984;NC-17;Kevin Garland
382;Grit Clockwork;1984;PG;Kevin Garland
617;Natural Stock;1984;PG-13;Kevin Garland
911;Trip Newton;1984;PG-13;Kevin Garland
920;Unbreakable Karate;1984;G;Daryl Crawford
286;Enough Raging;1984;NC-17;Richard Penn
341;Frost Head;1984;PG;Gene Hopkins
401;Harold French;1984;NC-17;Ed Mansfield
376;Grapes Fury;1984;G;Lucille Dee
691;Poseidon Forever;1984;PG-13;Ewan Gooding
341;Frost Head;1984;PG;Cate Harris
772;Sea Virgin;1984;PG;Cate Harris
840;Stampede Disturbing;1984;R;Cate Harris
914;Trouble Date;1984;PG;Jada Ryder
341;Frost Head;1984;PG;Fay Winslet
772;Sea Virgin;1984;PG;Emily Dee
382;Grit Clockwork;1984;PG;Geoffrey Heston
203;Daisy Menagerie;1984;G;Minnie Kilmer
406;Haunting Pianist;1984;R;Greta Malden
973;Wife Turn;1984;NC-17;Greta Malden
840;Stampede Disturbing;1984;R;Vivien Basinger
401;Harold French;1984;NC-17;Harvey Hope
920;Unbreakable Karate;1984;G;Harvey Hope
28;Anthem Luke;1984;PG-13;Oprah Kilmer
286;Enough Raging;1984;NC-17;Al Garland
788;Ship Wonderland;1984;R;Nick Degeneres
341;Frost Head;1984;PG;Laurence Bullock
772;Sea Virgin;1984;PG;William Hackman
401;Harold French;1984;NC-17;Jon Chase
401;Harold French;1984;NC-17;Gene Mckellen
286;Enough Raging;1984;NC-17;Matthew Carrey
911;Trip Newton;1984;PG-13;Matthew Carrey
991;Worst Banger;1984;PG;Matthew Carrey
914;Trouble Date;1984;PG;Russell Close
772;Sea Virgin;1984;PG;Humphrey Garland
138;Chariots Conspiracy;1984;R;Michael Bolger
286;Enough Raging;1984;NC-17;Michael Bolger
920;Unbreakable Karate;1984;G;Michael Bolger
973;Wife Turn;1984;NC-17;Michael Bolger
617;Natural Stock;1984;PG-13;Renee Ball
914;Trouble Date;1984;PG;Renee Ball
788;Ship Wonderland;1984;R;Cuba Birch
914;Trouble Date;1984;PG;Gregory Gooding
376;Grapes Fury;1984;G;Burt Temple
691;Poseidon Forever;1984;PG-13;Reese West
406;Haunting Pianist;1984;R;Mary Keitel
539;Luck Opus;1983;NC-17;Ed Chase
798;Silverado Goldfinger;1983;PG;Jennifer Davis
54;Banger Pinocchio;1983;R;Johnny Lollobrigida
340;Frontier Cabin;1983;PG-13;Johnny Lollobrigida
195;Crowds Telemark;1983;R;Matthew Johansson
510;Lawless Vision;1983;G;Joe Swank
729;Rider Caddyshack;1983;PG;Uma Wood
886;Theory Mermaid;1983;PG-13;Cuba Olivier
886;Theory Mermaid;1983;PG-13;Fred Costner
473;Jacket Frisco;1983;PG-13;Bob Fawcett
510;Lawless Vision;1983;G;Bob Fawcett
54;Banger Pinocchio;1983;R;Lucille Tracy
652;Pajama Jawbreaker;1983;R;Lucille Tracy
798;Silverado Goldfinger;1983;PG;Kirsten Paltrow
340;Frontier Cabin;1983;PG-13;Rip Crawford
574;Midnight Westward;1983;G;Woody Hoffman
619;Neighbors Charade;1983;R;Woody Hoffman
652;Pajama Jawbreaker;1983;R;Woody Hoffman
835;Spy Mile;1983;PG-13;Woody Hoffman
488;Joon Northwest;1983;NC-17;Alec Wayne
862;Summer Scarface;1983;G;Alec Wayne
473;Jacket Frisco;1983;PG-13;Milla Peck
574;Midnight Westward;1983;G;Milla Peck
